start time,1632908804.270823
times of actions,"[[0, 0.0030210018157958984], [1, 0.36100077629089355], [0, 0.009994983673095703], [1, 0.662301778793335], [0, 0.010991811752319336], [1, 0.47980713844299316], [0, 0.005999565124511719], [1, 0.38398289680480957], [0, 0.0069582462310791016], [1, 0.30699706077575684], [0, 0.006950855255126953], [1, 0.2769436836242676], [0, 0.005993366241455078], [1, 0.26401329040527344]]"
winner,blue
game,139
iterations,23
times of actions,"[[0, 0.002998828887939453], [1, 0.12005901336669922], [0, 0.004997968673706055], [1, 0.1381855010986328], [0, 0.00502324104309082], [1, 0.21692323684692383], [0, 0.010952472686767578], [1, 0.21520662307739258], [0, 0.006906270980834961], [1, 0.25393033027648926], [0, 0.009998559951782227], [1, 0.25099921226501465], [0, 0.01000070571899414], [1, 0.26911449432373047], [0, 0.0070018768310546875], [1, 0.34645748138427734], [0, 0.011033773422241211], [1, 0.584998369216919], [0, 0.010042905807495117], [1, 0.6000046730041504], [0, 0.00995779037475586], [1, 0.6109998226165771], [0, 0.011998891830444336], [1, 0.6730427742004395]]"
winner,none
game,140
iterations,24
times of actions,"[[0, 0.002961874008178711], [1, 0.14101409912109375], [0, 0.003999948501586914], [1, 0.21199870109558105], [0, 0.011002063751220703], [1, 0.15700674057006836], [0, 0.005999326705932617], [1, 0.3140444755554199], [0, 0.011001348495483398], [1, 0.564997673034668], [0, 0.008998632431030273], [1, 0.5719695091247559], [0, 0.010003328323364258], [1, 0.6510016918182373], [0, 0.011000394821166992], [1, 0.47699904441833496], [0, 0.005999565124511719], [1, 0.6369988918304443], [0, 0.010999679565429688], [1, 0.4259989261627197], [0, 0.00597834587097168], [1, 0.2970466613769531], [0, 0.00800013542175293], [1, 0.20399928092956543]]"
winner,blue
game,141
iterations,11
times of actions,"[[0, 0.004995107650756836], [1, 0.2669801712036133], [0, 0.006000041961669922], [1, 0.32200050354003906], [0, 0.009999513626098633], [1, 0.6789989471435547], [0, 0.009999513626098633], [1, 0.5680005550384521], [0, 0.01098775863647461], [1, 0.6200075149536133], [0, 0.013006925582885742], [1, 0.7080042362213135]]"
winner,none
game,142
iterations,22
times of actions,"[[0, 0.0040132999420166016], [1, 0.15100479125976562], [0, 0.003999471664428711], [1, 0.16303682327270508], [0, 0.00400233268737793], [1, 0.2440028190612793], [0, 0.009999275207519531], [1, 0.17600083351135254], [0, 0.0040013790130615234], [1, 0.22504138946533203], [0, 0.005999565124511719], [1, 0.5779993534088135], [0, 0.009958744049072266], [1, 0.5429985523223877], [0, 0.010003328323364258], [1, 0.3509981632232666], [0, 0.005999088287353516], [1, 0.4230034351348877], [0, 0.009998798370361328], [1, 0.24699902534484863], [0, 0.005998373031616211], [1, 0.19299793243408203]]"
winner,blue
game,143
iterations,26
times of actions,"[[0, 0.0049860477447509766], [1, 0.16002583503723145], [0, 0.007002830505371094], [1, 0.14899945259094238], [0, 0.005999326705932617], [1, 0.23696208000183105], [0, 0.009979486465454102], [1, 0.317000150680542], [0, 0.009997844696044922], [1, 0.5899989604949951], [0, 0.011002302169799805], [1, 0.5940299034118652], [0, 0.00999760627746582], [1, 0.591977596282959], [0, 0.01100015640258789], [1, 0.5879998207092285], [0, 0.00700068473815918], [1, 0.5349993705749512], [0, 0.01000523567199707], [1, 0.3252851963043213], [0, 0.004999637603759766], [1, 0.4410068988800049], [0, 0.008999824523925781], [1, 0.3520035743713379], [0, 0.005999565124511719], [1, 0.18899941444396973]]"
winner,blue
game,144
iterations,20
times of actions,"[[0, 0.0030069351196289062], [1, 0.2279648780822754], [0, 0.006105899810791016], [1, 0.271014928817749], [0, 0.009994983673095703], [1, 0.3281235694885254], [0, 0.005996227264404297], [1, 0.3520059585571289], [0, 0.004964590072631836], [1, 0.7039644718170166], [0, 0.009999990463256836], [1, 0.5970242023468018], [0, 0.010999441146850586], [1, 0.657005786895752], [0, 0.010947465896606445], [1, 0.6270537376403809], [0, 0.00995182991027832], [1, 0.5709834098815918], [0, 0.00999307632446289], [1, 0.30900144577026367]]"
winner,blue
game,145
iterations,19
times of actions,"[[0, 0.00496220588684082], [1, 0.2669999599456787], [0, 0.009999513626098633], [1, 0.5117766857147217], [0, 0.016967058181762695], [1, 0.6249983310699463], [0, 0.012995719909667969], [1, 0.7579977512359619], [0, 0.007000923156738281], [1, 0.6559982299804688], [0, 0.010000467300415039], [1, 0.4750387668609619], [0, 0.007002830505371094], [1, 0.4950580596923828], [0, 0.007044315338134766], [1, 0.5470120906829834], [0, 0.010999917984008789], [1, 0.47699737548828125], [0, 0.005999326705932617], [1, 0.5919990539550781]]"
winner,none
game,146
iterations,32
times of actions,"[[0, 0.002997875213623047], [1, 0.13500046730041504], [0, 0.005003690719604492], [1, 0.09800028800964355], [0, 0.0019998550415039062], [1, 0.14899897575378418], [0, 0.003996372222900391], [1, 0.16799354553222656], [0, 0.0060007572174072266], [1, 0.1959984302520752], [0, 0.004998683929443359], [1, 0.2579982280731201], [0, 0.0029985904693603516], [1, 0.3639988899230957], [0, 0.0050013065338134766], [1, 0.25800299644470215], [0, 0.003999948501586914], [1, 0.36899805068969727], [0, 0.005997896194458008], [1, 0.3979971408843994], [0, 0.005002021789550781], [1, 0.5599994659423828], [0, 0.010000228881835938], [1, 0.5749971866607666], [0, 0.0050013065338134766], [1, 0.5600037574768066], [0, 0.010001420974731445], [1, 0.41900181770324707], [0, 0.005999565124511719], [1, 0.3469979763031006], [0, 0.009963750839233398], [1, 0.26303958892822266]]"
winner,blue
game,147
iterations,30
times of actions,"[[0, 0.002961874008178711], [1, 0.13399934768676758], [0, 0.0038819313049316406], [1, 0.1480565071105957], [0, 0.0050013065338134766], [1, 0.25150632858276367], [0, 0.006002664566040039], [1, 0.3449971675872803], [0, 0.009999990463256836], [1, 0.5919995307922363], [0, 0.010001420974731445], [1, 0.6059994697570801], [0, 0.010964632034301758], [1, 0.582005500793457], [0, 0.009957075119018555], [1, 0.6269991397857666], [0, 0.011001825332641602], [1, 0.6270036697387695], [0, 0.005999088287353516], [1, 0.5789990425109863], [0, 0.008998394012451172], [1, 0.5829989910125732], [0, 0.00500035285949707], [1, 0.6580040454864502], [0, 0.0069696903228759766], [1, 0.5390398502349854], [0, 0.004999637603759766], [1, 0.3670032024383545], [0, 0.0060002803802490234], [1, 0.3009982109069824]]"
winner,blue
game,148
iterations,34
times of actions,"[[0, 0.002959012985229492], [1, 0.08600091934204102], [0, 0.006000995635986328], [1, 0.14699602127075195], [0, 0.006608009338378906], [1, 0.14799928665161133], [0, 0.005963325500488281], [1, 0.10199236869812012], [0, 0.0039920806884765625], [1, 0.15900278091430664], [0, 0.003970146179199219], [1, 0.3200979232788086], [0, 0.010962963104248047], [1, 0.5819752216339111], [0, 0.010998964309692383], [1, 0.4040043354034424], [0, 0.005994558334350586], [1, 0.5790035724639893], [0, 0.011002063751220703], [1, 0.5768699645996094], [0, 0.01095438003540039], [1, 0.5699474811553955], [0, 0.00595402717590332], [1, 0.5961053371429443], [0, 0.004982471466064453], [1, 0.5809564590454102], [0, 0.009976625442504883], [1, 0.5610017776489258], [0, 0.005963563919067383], [1, 0.42099952697753906], [0, 0.005965232849121094], [1, 0.3649630546569824], [0, 0.00521087646484375], [1, 0.30077290534973145]]"
winner,blue
game,149
iterations,21
times of actions,"[[0, 0.002964019775390625], [1, 0.23302054405212402], [0, 0.004757881164550781], [1, 0.2530033588409424], [0, 0.009938955307006836], [1, 0.25999999046325684], [0, 0.0110015869140625], [1, 0.27499961853027344], [0, 0.009999752044677734], [1, 0.3379969596862793], [0, 0.008999109268188477], [1, 0.5910460948944092], [0, 0.010000228881835938], [1, 0.5980029106140137], [0, 0.01000213623046875], [1, 0.6429991722106934], [0, 0.009998083114624023], [1, 0.5789928436279297], [0, 0.009999275207519531], [1, 0.6560478210449219], [0, 0.01003718376159668], [1, 0.6049983501434326]]"
winner,none
game,150
iterations,26
times of actions,"[[0, 0.0029997825622558594], [1, 0.21500611305236816], [0, 0.00599980354309082], [1, 0.26299357414245605], [0, 0.0050008296966552734], [1, 0.2879941463470459], [0, 0.008957624435424805], [1, 0.3260157108306885], [0, 0.010775327682495117], [1, 0.6345174312591553], [0, 0.0149993896484375], [1, 0.7780406475067139], [0, 0.013002634048461914], [1, 0.6319952011108398], [0, 0.011002302169799805], [1, 0.6250412464141846], [0, 0.010999441146850586], [1, 0.5799989700317383], [0, 0.011002063751220703], [1, 0.48700976371765137], [0, 0.011000871658325195], [1, 0.3050041198730469], [0, 0.0070018768310546875], [1, 0.24700641632080078], [0, 0.005999088287353516], [1, 0.17699885368347168]]"
winner,blue
game,151
iterations,24
times of actions,"[[0, 0.002999544143676758], [1, 0.24900364875793457], [0, 0.010001420974731445], [1, 0.26300692558288574], [0, 0.01299905776977539], [1, 0.2809596061706543], [0, 0.005999565124511719], [1, 0.283001184463501], [0, 0.010000944137573242], [1, 0.3489959239959717], [0, 0.010955810546875], [1, 0.5859968662261963], [0, 0.0069849491119384766], [1, 0.5919995307922363], [0, 0.010003089904785156], [1, 0.5885066986083984], [0, 0.006000041961669922], [1, 0.5549993515014648], [0, 0.009000539779663086], [1, 0.4659996032714844], [0, 0.004998922348022461], [1, 0.4900496006011963], [0, 0.011003494262695312], [1, 0.32404327392578125]]"
winner,blue
game,152
iterations,18
times of actions,"[[0, 0.0030012130737304688], [1, 0.1580064296722412], [0, 0.0060007572174072266], [1, 0.23999810218811035], [0, 0.006000518798828125], [1, 0.26199793815612793], [0, 0.009998798370361328], [1, 0.3119988441467285], [0, 0.0060007572174072266], [1, 0.5639984607696533], [0, 0.01600027084350586], [1, 0.5429964065551758], [0, 0.01599884033203125], [1, 0.5119917392730713], [0, 0.016000986099243164], [1, 0.5069961547851562], [0, 0.015999317169189453], [1, 0.48404788970947266], [0, 0.016002893447875977]]"
winner,none
game,153
iterations,16
times of actions,"[[0, 0.0020003318786621094], [1, 0.2340095043182373], [0, 0.009742259979248047], [1, 0.3225083351135254], [0, 0.011001348495483398], [1, 0.3955204486846924], [0, 0.007000446319580078], [1, 0.5710062980651855], [0, 0.010996580123901367], [1, 0.3820035457611084], [0, 0.006846427917480469], [1, 0.4558568000793457], [0, 0.010999202728271484], [1, 0.5010404586791992], [0, 0.011998891830444336], [1, 0.3639984130859375]]"
winner,blue
game,154
iterations,7
times of actions,"[[0, 0.0059947967529296875], [1, 0.3880033493041992], [0, 0.006002664566040039], [1, 0.5919837951660156], [0, 0.010004520416259766], [1, 0.5900061130523682], [0, 0.010977506637573242], [1, 0.5699515342712402]]"
winner,none
game,155
iterations,30
times of actions,"[[0, 0.002785205841064453], [1, 0.21766233444213867], [0, 0.010975837707519531], [1, 0.24300193786621094], [0, 0.009976387023925781], [1, 0.1650693416595459], [0, 0.0049037933349609375], [1, 0.2580387592315674], [0, 0.010990619659423828], [1, 0.3499932289123535], [0, 0.009944438934326172], [1, 0.5749807357788086], [0, 0.010026693344116211], [1, 0.5809996128082275], [0, 0.009990453720092773], [1, 0.48810243606567383], [0, 0.005002498626708984], [1, 0.46395397186279297], [0, 0.006064176559448242], [1, 0.6500670909881592], [0, 0.011005640029907227], [1, 0.47598743438720703], [0, 0.005939960479736328], [1, 0.4838712215423584], [0, 0.00601506233215332], [1, 0.4820277690887451], [0, 0.009986162185668945], [1, 0.2980473041534424], [0, 0.005998134613037109], [1, 0.30500221252441406]]"
winner,blue
game,156
iterations,20
times of actions,"[[0, 0.0029518604278564453], [1, 0.24600481986999512], [0, 0.005042076110839844], [1, 0.2550048828125], [0, 0.010003089904785156], [1, 0.22400641441345215], [0, 0.0069925785064697266], [1, 0.5670030117034912], [0, 0.010006189346313477], [1, 0.5759992599487305], [0, 0.010050773620605469], [1, 0.5650017261505127], [0, 0.006038188934326172], [1, 0.5300076007843018], [0, 0.006040334701538086], [1, 0.4680001735687256], [0, 0.010005950927734375], [1, 0.39693665504455566], [0, 0.010031938552856445], [1, 0.18605518341064453]]"
winner,blue
game,157
iterations,28
times of actions,"[[0, 0.005009889602661133], [1, 0.13501811027526855], [0, 0.010950088500976562], [1, 0.23195195198059082], [0, 0.0057790279388427734], [1, 0.22696614265441895], [0, 0.00505375862121582], [1, 0.24904108047485352], [0, 0.009813547134399414], [1, 0.24981164932250977], [0, 0.00600743293762207], [1, 0.26604461669921875], [0, 0.009059429168701172], [1, 0.33402061462402344], [0, 0.012035369873046875], [1, 0.6874055862426758], [0, 0.012994527816772461], [1, 0.6049966812133789], [0, 0.009994268417358398], [1, 0.40296435356140137], [0, 0.004000663757324219], [1, 0.4770028591156006], [0, 0.004052400588989258], [1, 0.4620027542114258], [0, 0.003948211669921875], [1, 0.5882751941680908], [0, 0.0050122737884521484], [1, 0.41000914573669434]]"
winner,blue
game,158
iterations,18
times of actions,"[[0, 0.003010988235473633], [1, 0.24196720123291016], [0, 0.005998134613037109], [1, 0.24910473823547363], [0, 0.00992894172668457], [1, 0.17600297927856445], [0, 0.006001710891723633], [1, 0.22403335571289062], [0, 0.005999088287353516], [1, 0.5780453681945801], [0, 0.011035919189453125], [1, 0.5700054168701172], [0, 0.00603175163269043], [1, 0.573998212814331], [0, 0.004987955093383789], [1, 0.5460021495819092], [0, 0.004995107650756836], [1, 0.4490227699279785]]"
winner,blue
game,159
iterations,22
times of actions,"[[0, 0.004947662353515625], [1, 0.23599839210510254], [0, 0.005881786346435547], [1, 0.27203941345214844], [0, 0.005034923553466797], [1, 0.34598278999328613], [0, 0.010957956314086914], [1, 0.6709544658660889], [0, 0.010001182556152344], [1, 0.6320023536682129], [0, 0.006960630416870117], [1, 0.6059644222259521], [0, 0.005002021789550781], [1, 0.5540103912353516], [0, 0.004965066909790039], [1, 0.3319554328918457], [0, 0.003955364227294922], [1, 0.3049623966217041], [0, 0.004000663757324219], [1, 0.24596285820007324], [0, 0.004000663757324219], [1, 0.27699875831604004]]"
winner,blue
game,160
iterations,34
times of actions,"[[0, 0.0029997825622558594], [1, 0.13904666900634766], [0, 0.010001420974731445], [1, 0.2350008487701416], [0, 0.009999752044677734], [1, 0.2559990882873535], [0, 0.009999990463256836], [1, 0.2610039710998535], [0, 0.006000041961669922], [1, 0.2739989757537842], [0, 0.01062154769897461], [1, 0.33788347244262695], [0, 0.01100301742553711], [1, 0.5879983901977539], [0, 0.00995779037475586], [1, 0.5630168914794922], [0, 0.00999903678894043], [1, 0.3939976692199707], [0, 0.0050008296966552734], [1, 0.4699995517730713], [0, 0.006998538970947266], [1, 0.6590416431427002], [0, 0.006994724273681641], [1, 0.5440189838409424], [0, 0.004999876022338867], [1, 0.5489833354949951], [0, 0.010001897811889648], [1, 0.5609993934631348], [0, 0.005002737045288086], [1, 0.41900038719177246], [0, 0.009999990463256836], [1, 0.35899949073791504], [0, 0.00599980354309082], [1, 0.2840390205383301]]"
winner,blue
game,161
iterations,22
times of actions,"[[0, 0.0017900466918945312], [1, 0.08906412124633789], [0, 0.002038240432739258], [1, 0.14596056938171387], [0, 0.00400090217590332], [1, 0.1656782627105713], [0, 0.0029973983764648438], [1, 0.1544961929321289], [0, 0.00394892692565918], [1, 0.22405600547790527], [0, 0.005006074905395508], [1, 0.583998441696167], [0, 0.009986400604248047], [1, 0.6067812442779541], [0, 0.010015487670898438], [1, 0.585214376449585], [0, 0.009963035583496094], [1, 0.492995023727417], [0, 0.009911298751831055], [1, 0.45200586318969727], [0, 0.00999903678894043], [1, 0.3080432415008545]]"
winner,blue
game,162
iterations,25
times of actions,"[[0, 0.001967191696166992], [1, 0.14800739288330078], [0, 0.005036592483520508], [1, 0.16396045684814453], [0, 0.006999015808105469], [1, 0.16300034523010254], [0, 0.00572967529296875], [1, 0.25197553634643555], [0, 0.010045528411865234], [1, 0.32505369186401367], [0, 0.01099252700805664], [1, 0.5480325222015381], [0, 0.010004758834838867], [1, 0.5689997673034668], [0, 0.004997968673706055], [1, 0.5810034275054932], [0, 0.009978771209716797], [1, 0.6380493640899658], [0, 0.010001182556152344], [1, 0.6440072059631348], [0, 0.011038064956665039], [1, 0.5840134620666504], [0, 0.010960102081298828], [1, 0.5709624290466309], [0, 0.011035680770874023], [1, 0.5990440845489502]]"
winner,none
game,163
iterations,20
times of actions,"[[0, 0.002995729446411133], [1, 0.2479395866394043], [0, 0.004956960678100586], [1, 0.22300291061401367], [0, 0.006032228469848633], [1, 0.40106654167175293], [0, 0.006037235260009766], [1, 0.3979947566986084], [0, 0.005994558334350586], [1, 0.430020809173584], [0, 0.005998134613037109], [1, 0.49403858184814453], [0, 0.005001068115234375], [1, 0.46698689460754395], [0, 0.003963947296142578], [1, 0.5869669914245605], [0, 0.010017633438110352], [1, 0.5320029258728027], [0, 0.01001119613647461], [1, 0.4770030975341797]]"
winner,blue
game,164
iterations,21
times of actions,"[[0, 0.005002260208129883], [1, 0.23004889488220215], [0, 0.005037784576416016], [1, 0.2540421485900879], [0, 0.005036115646362305], [1, 0.30803918838500977], [0, 0.005989789962768555], [1, 0.527991533279419], [0, 0.015038251876831055], [1, 0.5380053520202637], [0, 0.017008304595947266], [1, 0.5099754333496094], [0, 0.01600193977355957], [1, 0.5069959163665771], [0, 0.015041828155517578], [1, 0.4950425624847412], [0, 0.015004634857177734], [1, 0.5250020027160645], [0, 0.008995532989501953], [1, 0.4810011386871338], [0, 0.007986783981323242], [1, 0.5160002708435059]]"
