start time,1631469037.5784643
times of actions,"[[0, 1.9315755367279053], [1, 1.8449783325195312], [0, 1.903970718383789], [1, 1.9249694347381592], [0, 1.9249708652496338], [1, 1.9439976215362549], [0, 2.003997564315796], [1, 2.0400023460388184], [0, 1.9469552040100098], [1, 1.9470009803771973], [0, 2.016038417816162], [1, 2.1229634284973145], [0, 2.3229963779449463], [1, 3.66097092628479], [0, 4.226045846939087], [1, 3.7470028400421143], [0, 4.1020026206970215], [1, 3.6249618530273438], [0, 4.217670202255249], [1, 3.5910444259643555], [0, 4.165956020355225], [1, 3.600996971130371], [0, 4.284003257751465], [1, 3.5900073051452637], [0, 4.1359617710113525], [1, 3.6300406455993652], [0, 4.312039613723755], [1, 3.576000928878784], [0, 4.0749671459198], [1, 3.4499621391296387], [0, 4.035997152328491], [1, 2.859004497528076], [0, 3.4689598083496094], [1, 2.8889639377593994], [0, 3.3819687366485596], [1, 3.086637496948242], [0, 3.2869997024536133], [1, 2.7980000972747803]]"
winner,none
game,379
iterations,20
times of actions,"[[0, 1.9538438320159912], [1, 2.041951894760132], [0, 2.09700345993042], [1, 2.447035789489746], [0, 3.398963451385498], [1, 4.361966609954834], [0, 3.4230024814605713], [1, 4.557006359100342], [0, 3.4679994583129883], [1, 4.291461229324341], [0, 3.501990795135498], [1, 4.526963710784912], [0, 3.390009641647339], [1, 4.4339985847473145], [0, 3.308006525039673], [1, 4.474414825439453], [0, 3.1880109310150146], [1, 4.050987482070923], [0, 2.5720055103302], [1, 3.530001640319824]]"
winner,blue
game,380
iterations,14
times of actions,"[[0, 0.964000940322876], [1, 1.735976219177246], [0, 1.6409642696380615], [1, 1.9509961605072021], [0, 1.8909368515014648], [1, 1.949960470199585], [0, 1.9880423545837402], [1, 1.9540553092956543], [0, 2.1910409927368164], [1, 2.1189420223236084], [0, 2.2240140438079834], [1, 2.46999192237854], [0, 2.4959628582000732], [1, 2.468954563140869], [0, 2.4579949378967285]]"
winner,none
game,381
iterations,28
times of actions,"[[0, 1.9049663543701172], [1, 1.900010347366333], [0, 1.9610860347747803], [1, 1.9370372295379639], [0, 1.9400029182434082], [1, 2.047037124633789], [0, 2.0900518894195557], [1, 2.5510153770446777], [0, 3.434037685394287], [1, 4.388995409011841], [0, 3.503045082092285], [1, 4.465046167373657], [0, 3.55303955078125], [1, 4.385965824127197], [0, 3.4220387935638428], [1, 4.511037826538086], [0, 3.415041923522949], [1, 4.444039583206177], [0, 3.180039882659912], [1, 4.090234994888306], [0, 2.576038122177124], [1, 3.1560380458831787], [0, 2.325115919113159], [1, 2.514052391052246], [0, 1.8370392322540283], [1, 2.509056329727173], [0, 2.3079895973205566], [1, 2.776996612548828]]"
winner,blue
game,382
iterations,23
times of actions,"[[0, 1.995002269744873], [1, 1.9329862594604492], [0, 2.0950961112976074], [1, 2.135040521621704], [0, 2.3850066661834717], [1, 3.6640214920043945], [0, 4.44903826713562], [1, 3.5790047645568848], [0, 4.680047988891602], [1, 3.544039487838745], [0, 4.474053621292114], [1, 3.4150030612945557], [0, 4.497997522354126], [1, 3.5389978885650635], [0, 4.514047861099243], [1, 3.338041067123413], [0, 4.3629536628723145], [1, 3.1500375270843506], [0, 3.989002227783203], [1, 2.80104398727417], [0, 4.037042617797852], [1, 2.746000051498413], [0, 3.7020022869110107]]"
winner,red
game,383
iterations,77
times of actions,"[[0, 0.9785251617431641], [1, 1.7240417003631592], [0, 1.6580312252044678], [1, 1.976003885269165], [0, 1.9140384197235107], [1, 2.009000778198242], [0, 2.1469995975494385], [1, 1.9950389862060547], [0, 2.1280388832092285], [1, 2.416003942489624], [0, 3.6097843647003174], [1, 5.088049411773682], [0, 3.669013500213623], [1, 4.141002416610718], [0, 3.607038974761963], [1, 4.324038743972778], [0, 3.596038579940796], [1, 4.117998361587524], [0, 3.6100032329559326], [1, 4.413046360015869], [0, 3.6320419311523438], [1, 4.168033599853516], [0, 3.5540430545806885], [1, 4.222998380661011], [0, 3.596050977706909], [1, 4.14575719833374], [0, 3.4900033473968506], [1, 4.3550004959106445], [0, 3.3870091438293457], [1, 4.124004602432251], [0, 3.4670450687408447], [1, 4.053042650222778], [0, 3.6670382022857666], [1, 4.128040075302124], [0, 4.313959121704102], [1, 3.336989402770996], [0, 4.537042617797852], [1, 3.34504771232605], [0, 4.318042039871216], [1, 3.3300018310546875], [0, 4.716887474060059], [1, 3.3600385189056396], [0, 4.37404727935791], [1, 3.3600046634674072], [0, 4.444042921066284], [1, 3.2270419597625732], [0, 4.381044626235962], [1, 3.3530421257019043], [0, 4.5260419845581055], [1, 3.2220399379730225], [0, 3.473996877670288], [1, 2.588040828704834], [0, 4.457781076431274], [1, 3.2001349925994873], [0, 4.209112882614136], [1, 3.0850417613983154], [0, 4.1699137687683105], [1, 2.947000741958618], [0, 3.9950387477874756], [1, 2.1960434913635254], [0, 3.577002763748169], [1, 2.4780445098876953], [0, 4.2150046825408936], [1, 3.2560274600982666], [0, 3.9749608039855957], [1, 3.5139646530151367], [0, 4.241950273513794], [1, 3.4950506687164307], [0, 4.212379455566406], [1, 3.5630035400390625], [0, 4.478580474853516], [1, 3.5760018825531006], [0, 4.260042190551758], [1, 3.601994276046753], [0, 4.683923244476318], [1, 3.5000391006469727], [0, 4.322007179260254], [1, 3.5520007610321045]]"
winner,none
game,384
iterations,25
times of actions,"[[0, 1.606595516204834], [1, 1.8925659656524658], [0, 1.8989765644073486], [1, 1.963519811630249], [0, 1.9979603290557861], [1, 2.0109612941741943], [0, 2.065019130706787], [1, 2.1240062713623047], [0, 2.565006732940674], [1, 3.420942544937134], [0, 4.704992771148682], [1, 3.436051607131958], [0, 4.5680060386657715], [1, 3.5502867698669434], [0, 4.372298955917358], [1, 3.6019585132598877], [0, 4.459002256393433], [1, 3.552037239074707], [0, 4.091052055358887], [1, 3.5689876079559326], [0, 4.205989122390747], [1, 3.731962203979492], [0, 4.406982898712158], [1, 3.597966194152832], [0, 4.442004680633545], [1, 3.628962516784668]]"
winner,none
game,385
iterations,11
times of actions,"[[0, 1.9205341339111328], [1, 1.9741268157958984], [0, 1.90199613571167], [1, 1.9699993133544922], [0, 2.0089974403381348], [1, 2.239041328430176], [0, 2.118549108505249], [1, 2.2620043754577637], [0, 2.5030033588409424], [1, 2.4930412769317627], [0, 2.4530441761016846], [1, 2.4229989051818848]]"
winner,none
game,386
iterations,17
times of actions,"[[0, 1.7682139873504639], [1, 1.6319997310638428], [0, 2.0480003356933594], [1, 2.018001079559326], [0, 2.3810336589813232], [1, 3.4370412826538086], [0, 4.612041711807251], [1, 3.4060006141662598], [0, 4.4640443325042725], [1, 3.4149997234344482], [0, 4.701040983200073], [1, 3.452040910720825], [0, 4.38604736328125], [1, 3.268012523651123], [0, 4.497319936752319], [1, 2.4940555095672607], [0, 3.370002031326294]]"
winner,red
game,387
iterations,33
times of actions,"[[0, 1.8910415172576904], [1, 1.9249954223632812], [0, 1.9310486316680908], [1, 2.1245527267456055], [0, 1.9330716133117676], [1, 1.9680125713348389], [0, 2.0450046062469482], [1, 2.1589648723602295], [0, 2.442042350769043], [1, 3.7159531116485596], [0, 4.411420106887817], [1, 3.5909907817840576], [0, 4.2110395431518555], [1, 3.6890063285827637], [0, 4.39400577545166], [1, 3.6759822368621826], [0, 4.094606876373291], [1, 3.659043073654175], [0, 4.285053968429565], [1, 3.601996660232544], [0, 4.207002878189087], [1, 3.6370046138763428], [0, 4.367015361785889], [1, 3.603999376296997], [0, 4.165987253189087], [1, 3.4399948120117188], [0, 4.081007242202759], [1, 2.8740203380584717], [0, 3.4775567054748535], [1, 2.881031036376953], [0, 3.4632859230041504], [1, 3.0330419540405273], [0, 3.386005401611328], [1, 2.8889613151550293]]"
winner,none
game,388
iterations,25
times of actions,"[[0, 1.9562299251556396], [1, 1.9590353965759277], [0, 2.1800575256347656], [1, 2.0980000495910645], [0, 2.437000036239624], [1, 3.5450427532196045], [0, 4.48396110534668], [1, 3.68904185295105], [0, 4.373999834060669], [1, 3.5470407009124756], [0, 4.420042991638184], [1, 3.643040180206299], [0, 4.462000846862793], [1, 3.389054775238037], [0, 4.513002872467041], [1, 3.3710577487945557], [0, 4.114042043685913], [1, 2.4420015811920166], [0, 3.186220645904541], [1, 2.3230397701263428], [0, 2.5260114669799805], [1, 2.186002254486084], [0, 2.5249907970428467], [1, 2.0800435543060303], [0, 2.791041135787964]]"
winner,red
game,389
iterations,18
times of actions,"[[0, 1.9523274898529053], [1, 2.071043014526367], [0, 2.096041440963745], [1, 1.998002290725708], [0, 1.9400031566619873], [1, 1.967043161392212], [0, 1.9319984912872314], [1, 1.942058801651001], [0, 1.976996660232544], [1, 1.977043867111206], [0, 2.2559585571289062], [1, 2.2260384559631348], [0, 2.456040859222412], [1, 2.4839773178100586], [0, 2.538999557495117], [1, 2.412043809890747], [0, 2.4440765380859375], [1, 2.6685609817504883], [0, 2.461998224258423]]"
winner,none
game,390
iterations,18
times of actions,"[[0, 1.0019960403442383], [1, 1.8320033550262451], [0, 1.727931022644043], [1, 2.3760416507720947], [0, 3.2589876651763916], [1, 4.5640363693237305], [0, 3.362959861755371], [1, 4.389944791793823], [0, 3.3819894790649414], [1, 4.585940599441528], [0, 3.3299946784973145], [1, 4.396963596343994], [0, 3.1809935569763184], [1, 4.282994985580444], [0, 2.3860061168670654], [1, 3.348954200744629], [0, 2.299996852874756], [1, 3.1810591220855713]]"
winner,blue
game,391
iterations,21
times of actions,"[[0, 1.992612600326538], [1, 1.9197072982788086], [0, 2.054136276245117], [1, 2.066943645477295], [0, 2.3679940700531006], [1, 3.3429605960845947], [0, 4.553957462310791], [1, 3.455937385559082], [0, 4.411975383758545], [1, 3.5160014629364014], [0, 4.567952632904053], [1, 3.588005542755127], [0, 4.189956903457642], [1, 3.578998327255249], [0, 4.3230040073394775], [1, 3.631000518798828], [0, 4.145960092544556], [1, 3.60903263092041], [0, 4.843003988265991], [1, 3.586963176727295], [0, 4.255004167556763], [1, 3.587953805923462]]"
winner,none
game,392
iterations,29
times of actions,"[[0, 1.6591098308563232], [1, 1.89103364944458], [0, 1.886051893234253], [1, 1.9269542694091797], [0, 1.9520437717437744], [1, 1.967043161392212], [0, 2.0260443687438965], [1, 2.1060397624969482], [0, 2.584038019180298], [1, 3.411040782928467], [0, 4.470056772232056], [1, 3.5030362606048584], [0, 4.442246675491333], [1, 3.49055814743042], [0, 4.385056257247925], [1, 3.4080023765563965], [0, 4.583040475845337], [1, 3.4050443172454834], [0, 4.454044818878174], [1, 3.1230177879333496], [0, 4.1240057945251465], [1, 2.570033073425293], [0, 3.1670405864715576], [1, 3.8494691848754883], [0, 3.3225438594818115], [1, 5.0400614738464355], [0, 5.957152366638184], [1, 2.997011184692383], [0, 5.390015363693237]]"
winner,red
game,393
iterations,25
times of actions,"[[0, 4.013706684112549], [1, 3.427687644958496], [0, 6.392565727233887], [1, 5.3491904735565186], [0, 4.456598520278931], [1, 4.584934234619141], [0, 3.3265836238861084], [1, 5.752230644226074], [0, 7.41263747215271], [1, 4.802473306655884], [0, 6.884774446487427], [1, 5.211203098297119], [0, 7.667801380157471], [1, 4.275463104248047], [0, 5.445837020874023], [1, 4.034219980239868], [0, 5.203747034072876], [1, 3.999743700027466], [0, 5.313143730163574], [1, 3.4917502403259277], [0, 4.622825860977173], [1, 3.2534730434417725], [0, 4.946138620376587], [1, 2.951184034347534], [0, 4.3017706871032715]]"
winner,red
game,394
iterations,20
times of actions,"[[0, 1.0840446949005127], [1, 1.701230525970459], [0, 2.1164586544036865], [1, 2.2695772647857666], [0, 2.2217133045196533], [1, 2.3146252632141113], [0, 2.372302770614624], [1, 2.2379651069641113], [0, 2.300037384033203], [1, 2.6360340118408203], [0, 2.5879273414611816], [1, 3.0138046741485596], [0, 2.865910768508911], [1, 2.9442193508148193], [0, 3.1877591609954834], [1, 2.966078042984009], [0, 2.904857635498047], [1, 2.9319658279418945], [0, 2.8384952545166016], [1, 2.899036169052124], [0, 3.157040596008301]]"
winner,none
game,395
iterations,16
times of actions,"[[0, 2.2431061267852783], [1, 2.2301316261291504], [0, 2.334939956665039], [1, 2.357579469680786], [0, 2.430678367614746], [1, 2.795280694961548], [0, 2.540071725845337], [1, 2.8376097679138184], [0, 2.921621561050415], [1, 3.0444841384887695], [0, 3.178797483444214], [1, 2.9411027431488037], [0, 2.8405678272247314], [1, 2.9081552028656006], [0, 2.829340696334839], [1, 2.898911237716675], [0, 3.2067463397979736]]"
winner,none
game,396
iterations,29
times of actions,"[[0, 1.9576871395111084], [1, 2.208204507827759], [0, 2.1215462684631348], [1, 2.214078903198242], [0, 2.190263509750366], [1, 2.465902090072632], [0, 2.4126851558685303], [1, 2.5437703132629395], [0, 2.887515068054199], [1, 4.057855844497681], [0, 5.444141864776611], [1, 4.023008108139038], [0, 5.077858924865723], [1, 4.1661131381988525], [0, 5.2890965938568115], [1, 3.9807798862457275], [0, 5.269786834716797], [1, 4.341044187545776], [0, 5.243160009384155], [1, 3.557076930999756], [0, 5.0015950202941895], [1, 2.8262836933135986], [0, 3.6847901344299316], [1, 2.854834794998169], [0, 2.9762074947357178], [1, 2.1637847423553467], [0, 3.083463668823242], [1, 2.498927354812622], [0, 3.199732542037964]]"
winner,red
game,397
iterations,30
times of actions,"[[0, 2.253228187561035], [1, 2.2724382877349854], [0, 2.5123088359832764], [1, 2.2729976177215576], [0, 2.36879563331604], [1, 2.325650453567505], [0, 2.4348161220550537], [1, 2.402592897415161], [0, 2.4346251487731934], [1, 3.0501246452331543], [0, 3.9461047649383545], [1, 5.034562349319458], [0, 4.102747440338135], [1, 5.279259920120239], [0, 4.062183141708374], [1, 5.072021484375], [0, 4.216713905334473], [1, 5.084856986999512], [0, 3.9213790893554688], [1, 5.286484003067017], [0, 3.7292819023132324], [1, 4.558686256408691], [0, 2.788945198059082], [1, 3.6207709312438965], [0, 2.9917855262756348], [1, 2.8295366764068604], [0, 2.0810680389404297], [1, 2.918893814086914], [0, 2.3857483863830566], [1, 3.1795225143432617]]"
winner,blue
game,398
iterations,34
times of actions,"[[0, 2.0456550121307373], [1, 1.9679512977600098], [0, 2.2855944633483887], [1, 2.1920816898345947], [0, 2.2316336631774902], [1, 2.301713466644287], [0, 2.395646572113037], [1, 2.457092761993408], [0, 2.365091323852539], [1, 2.8470213413238525], [0, 3.9001107215881348], [1, 5.414465427398682], [0, 4.103746175765991], [1, 5.303111791610718], [0, 4.013031721115112], [1, 5.347132921218872], [0, 3.980598211288452], [1, 5.065799713134766], [0, 4.1278674602508545], [1, 5.079983472824097], [0, 3.7444674968719482], [1, 4.94665265083313], [0, 3.7273573875427246], [1, 3.910790205001831], [0, 2.1163508892059326], [1, 3.609999418258667], [0, 2.087486505508423], [1, 4.123950719833374], [0, 2.5352087020874023], [1, 3.9143409729003906], [0, 2.898857831954956], [1, 3.098860740661621], [0, 2.167579412460327], [1, 2.974268913269043]]"
winner,blue
game,399
iterations,31
times of actions,"[[0, 2.374753475189209], [1, 2.2617499828338623], [0, 2.3292908668518066], [1, 2.417560338973999], [0, 2.991772174835205], [1, 4.008715867996216], [0, 4.911623001098633], [1, 4.12479305267334], [0, 5.116349458694458], [1, 4.16664719581604], [0, 4.734115362167358], [1, 4.473480224609375], [0, 4.806740760803223], [1, 4.254173755645752], [0, 4.89441442489624], [1, 4.3639233112335205], [0, 4.84011697769165], [1, 4.180706977844238], [0, 5.026252269744873], [1, 4.11027193069458], [0, 4.698864936828613], [1, 4.107683181762695], [0, 5.032407283782959], [1, 4.0087573528289795], [0, 4.5036070346832275], [1, 3.562795877456665], [0, 4.220860242843628], [1, 3.52178692817688], [0, 4.019281387329102], [1, 3.4617834091186523], [0, 3.9810118675231934], [1, 3.353118658065796]]"
winner,none
game,400
iterations,34
times of actions,"[[0, 2.213212490081787], [1, 2.166099786758423], [0, 2.1757493019104004], [1, 2.544036626815796], [0, 2.411764144897461], [1, 2.291217088699341], [0, 2.2217648029327393], [1, 2.254768133163452], [0, 2.5179731845855713], [1, 2.995962381362915], [0, 4.057188510894775], [1, 5.003544330596924], [0, 4.0454370975494385], [1, 5.3400633335113525], [0, 4.65329647064209], [1, 5.1227312088012695], [0, 4.105152368545532], [1, 5.086040019989014], [0, 3.9310624599456787], [1, 5.102836608886719], [0, 4.082175970077515], [1, 4.924592018127441], [0, 3.4457907676696777], [1, 3.918523073196411], [0, 2.289823293685913], [1, 3.7086434364318848], [0, 2.1963086128234863], [1, 3.440136194229126], [0, 2.5599658489227295], [1, 4.33440899848938], [0, 2.830267906188965], [1, 3.1283376216888428], [0, 1.9590778350830078], [1, 3.041173219680786]]"
winner,blue
game,401
iterations,19
times of actions,"[[0, 1.4094345569610596], [1, 1.30784010887146], [0, 2.1163761615753174], [1, 1.9365954399108887], [0, 2.3035497665405273], [1, 2.423549175262451], [0, 2.816293954849243], [1, 4.270338296890259], [0, 5.116350412368774], [1, 3.871629238128662], [0, 5.243507623672485], [1, 4.113691568374634], [0, 5.147209644317627], [1, 3.9126460552215576], [0, 5.2609710693359375], [1, 3.8614728450775146], [0, 5.037066221237183], [1, 2.855980396270752], [0, 4.205202102661133]]"
winner,red
game,402
iterations,28
times of actions,"[[0, 2.3097143173217773], [1, 2.5671865940093994], [0, 2.42240309715271], [1, 2.812715530395508], [0, 4.147496461868286], [1, 5.107684135437012], [0, 4.013423442840576], [1, 5.365793943405151], [0, 4.056864500045776], [1, 4.994599342346191], [0, 3.879739761352539], [1, 5.325286865234375], [0, 3.9442834854125977], [1, 5.13349175453186], [0, 3.9506866931915283], [1, 5.030130386352539], [0, 3.466024398803711], [1, 4.605988502502441], [0, 3.6444222927093506], [1, 4.4441750049591064], [0, 3.4758503437042236], [1, 3.575263023376465], [0, 2.6091864109039307], [1, 3.807241916656494], [0, 2.2246992588043213], [1, 3.465871572494507], [0, 1.9526686668395996], [1, 3.0227017402648926]]"
